Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Sharon Garcia,45,Operations,Operations Manager,9,"Project Management, Time Management, Teamwork",0.94,,
Joseph Wright,35,Operations,Logistics Coordinator,4,"Teamwork, Project Management",0.83,,
Jordan Gomez,35,Customer Service,Customer Service Executive,3,"Conflict Resolution, Problem Solving",0.73,,
Sheila Peterson,39,Operations,Operations Manager,7,"Project Management, Data Analysis, Process Improvement",0.79,,
Andrea Price,27,Logistics,Logistics Coordinator,1,Supply Chain Management,0.72,,
Janet Harris,29,IT,IT Support,1,Cybersecurity,0.68,,
Ricky Scott,28,Logistics,Logistics Coordinator,2,"Inventory Management, Communication",0.9,,
Julia Choi,35,Engineering,Senior Engineer,6,"Python, CAD Design",0.79,,
Matthew Torres,27,Engineering,Junior Engineer,1,"Python, Java",0.71,,
Courtney Hatfield,25,Operations,Logistics Coordinator,2,"Process Improvement, Teamwork",0.67,,
Robert Bauer,33,Operations,Logistics Coordinator,4,"Time Management, Teamwork",0.56,,
Samantha Mcbride,27,Customer Service,Customer Service Executive,1,Problem Solving,0.81,,
Tamara Hayes,27,Logistics,Logistics Coordinator,1,Communication,0.79,,
Barbara White,48,Operations,Operations Manager,7,"Project Management, Time Management, Data Analysis, Risk Management",0.74,,
Luis Weber,34,Engineering,Engineer,3,"Python, Machine Learning",0.99,,
Debbie Williams,25,IT,IT Support,1,"Networking, Cloud Computing",0.96,,
Christopher Carr,25,Engineering,Junior Engineer,1,Electrical Engineering,0.94,,
Stephanie Petty,31,Customer Service,Customer Service Executive,3,"Conflict Resolution, Communication, Problem Solving",0.96,,
Larry Burton,41,Operations,Operations Manager,7,"Process Improvement, Project Management, Risk Management, Time Management",0.98,,
Daniel Jones,40,Operations,Operations Manager,12,"Time Management, Data Analysis, Risk Management, Teamwork, Process Improvement",0.6,,
Jennifer Parsons,55,Operations,Operations Manager,14,"Project Management, Data Analysis, Time Management, Risk Management, Teamwork, Process Improvement",0.88,,
Steven Braun,49,Operations,Operations Manager,7,"Time Management, Process Improvement, Data Analysis, Project Management",0.91,,
Timothy Hood,26,IT,IT Support,0,"Cloud Computing, Communication",0.88,,
Mrs. Chelsey Lee PhD,42,Engineering,Senior Engineer,7,"CAD Design, Machine Learning, Systems Engineering",0.86,,
Jaclyn Nunez,43,Operations,Operations Manager,8,"Risk Management, Teamwork, Process Improvement, Data Analysis",0.89,,
Mrs. Kathleen Davis,49,Operations,Operations Manager,10,"Data Analysis, Project Management, Process Improvement, Time Management",0.74,,
Jesse Scott,27,Operations,Logistics Coordinator,1,"Risk Management, Project Management",0.77,,
Michael Murray,26,Engineering,Junior Engineer,2,Data Analysis,0.82,,
Kelsey Jenkins,39,Operations,Logistics Coordinator,3,"Process Improvement, Teamwork",0.57,,
Mary Hamilton,43,Engineering,Senior Engineer,6,"Java, Electrical Engineering, Systems Engineering",0.97,,
Stephanie Brown,40,Engineering,Senior Engineer,9,"Java, Electrical Engineering, Machine Learning, Data Analysis",0.63,,
John Webster,44,Engineering,Senior Engineer,7,"Java, Machine Learning, Data Analysis, Electrical Engineering",0.56,,
Jesse Lawrence,31,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Problem Solving",0.57,,
Cody Koch,41,Operations,Operations Manager,12,"Risk Management, Data Analysis, Time Management, Teamwork",0.8,,
Jennifer Clay,26,Engineering,Junior Engineer,2,"Machine Learning, Systems Engineering",0.85,,
Corey Espinoza,31,Logistics,Logistics Coordinator,3,"Inventory Management, Supply Chain Management",0.7,,
Julie Cherry,29,Engineering,Junior Engineer,1,Python,0.95,,
William Hernandez,30,Engineering,Engineer,4,"Data Analysis, Java, Electrical Engineering",0.6,,
Wendy Thomas,29,Operations,Logistics Coordinator,1,Teamwork,0.64,,
Shannon Lewis,30,Engineering,Engineer,4,"Systems Engineering, Electrical Engineering, Data Analysis",0.9,,
Kimberly Howell,27,Customer Service,Customer Service Executive,1,"Communication, Problem Solving",0.56,,
Andrew Murray,27,Operations,Logistics Coordinator,1,Data Analysis,0.56,,
Peter Perez,30,Operations,Logistics Coordinator,3,"Teamwork, Data Analysis",0.91,,
Timothy Kennedy,53,Operations,Operations Manager,10,"Risk Management, Data Analysis, Process Improvement, Teamwork",0.65,,
Leslie Johnson,55,Operations,Operations Manager,11,"Data Analysis, Risk Management, Time Management, Teamwork, Project Management, Process Improvement",0.96,,
Jamie Blair,45,Operations,Operations Manager,11,"Teamwork, Time Management, Project Management, Process Improvement, Risk Management",0.74,,
Adam Weeks,25,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.86,,
Darlene Hill,33,Engineering,Senior Engineer,7,"Electrical Engineering, CAD Design, Python, Java",0.89,,
Linda Carr,38,Operations,Logistics Coordinator,4,"Data Analysis, Project Management",0.81,,
Jamie Vang,48,Operations,Operations Manager,11,"Risk Management, Process Improvement, Time Management, Project Management, Teamwork, Data Analysis",0.93,,
Clifford Smith,27,IT,IT Support,0,Communication,0.79,,
Jeffrey Clark,25,Engineering,Junior Engineer,0,Python,0.79,,
Katherine Moore,46,Engineering,Senior Engineer,9,"Machine Learning, CAD Design, Java",0.86,,
Christopher Dunn,46,Engineering,Senior Engineer,8,"Machine Learning, Electrical Engineering, Systems Engineering",0.51,,
Ana Jordan,47,Operations,Operations Manager,8,"Process Improvement, Risk Management, Data Analysis, Teamwork",0.83,,
Melissa Nguyen,42,Operations,Operations Manager,12,"Project Management, Teamwork, Data Analysis, Process Improvement",0.76,,
Shawn Winters,34,Operations,Operations Manager,7,"Risk Management, Project Management, Process Improvement, Teamwork",0.84,,
David Hill,39,Engineering,Senior Engineer,7,"Machine Learning, CAD Design, Java",0.88,,
Mary Lopez,30,Operations,Logistics Coordinator,3,"Data Analysis, Teamwork, Risk Management",0.81,,
Heather Hernandez,32,Operations,Logistics Coordinator,4,"Project Management, Time Management",0.78,,
Susan Golden,31,Engineering,Senior Engineer,6,"CAD Design, Python",0.53,,
Margaret Eaton,27,Logistics,Logistics Coordinator,1,"Data Analysis, Inventory Management",1.0,,
Alexander Howe,39,Engineering,Senior Engineer,6,"CAD Design, Data Analysis, Systems Engineering",0.59,,
Tiffany Lopez,43,Operations,Operations Manager,12,"Risk Management, Project Management, Teamwork, Time Management, Process Improvement, Data Analysis",0.51,,
Tamara Moyer,33,Customer Service,Customer Service Executive,3,"Teamwork, Communication",0.63,,
Robert Kelly,25,Operations,Logistics Coordinator,1,"Risk Management, Project Management",0.7,,
Roger Ritter,37,Logistics,Logistics Coordinator,3,"Data Analysis, Supply Chain Management",0.9,,
Michael Daniels,30,Operations,Operations Manager,7,"Teamwork, Risk Management, Time Management",0.96,,
Laura Butler,40,Operations,Operations Manager,10,"Project Management, Process Improvement, Teamwork, Time Management",0.51,,
Glen Nelson,46,Operations,Operations Manager,8,"Time Management, Process Improvement, Teamwork, Risk Management",0.52,,
Tina Ewing,45,Operations,Operations Manager,11,"Time Management, Process Improvement, Data Analysis, Project Management, Teamwork",0.51,,
Mr. Daniel Jimenez,48,Operations,Operations Manager,11,"Data Analysis, Teamwork, Project Management, Time Management, Process Improvement, Risk Management",0.74,,
Lisa Thompson,30,Engineering,Engineer,4,"Python, Data Analysis, Electrical Engineering",0.52,,
Jacob Serrano,34,Engineering,Engineer,5,"Machine Learning, Java, Data Analysis",0.62,,
Daryl Kelly,45,Operations,Operations Manager,8,"Risk Management, Process Improvement, Project Management",0.6,,
Angela Lopez,26,IT,IT Support,2,"Java, Communication",0.88,,
Mrs. Kim Smith,38,Operations,Logistics Coordinator,3,"Process Improvement, Data Analysis",0.65,,
Grace Diaz,35,Engineering,Senior Engineer,7,"Python, Java, Systems Engineering, CAD Design",0.81,,
Crystal Carter,38,Operations,Operations Manager,7,"Time Management, Teamwork, Data Analysis",0.8,,
Robert Thomas,26,Engineering,Junior Engineer,1,Data Analysis,0.72,,
Andrea Ford,43,Operations,Operations Manager,12,"Project Management, Data Analysis, Teamwork, Risk Management",0.82,,
Samantha Reese,27,IT,IT Support,2,"Networking, Java",0.83,,
Sonya Nguyen,27,Customer Service,Customer Service Executive,0,Problem Solving,0.7,,
Randy Rosario,42,Engineering,Senior Engineer,7,"Java, Python, Data Analysis, Systems Engineering",0.61,,
Eric Contreras,55,Operations,Operations Manager,14,"Time Management, Project Management, Teamwork, Data Analysis, Risk Management",0.75,,
Angela Garcia,40,Operations,Operations Manager,10,"Risk Management, Teamwork, Time Management, Process Improvement, Project Management",0.91,,
Samuel Garcia MD,29,Logistics,Logistics Coordinator,1,Networking,0.5,,
Brian Cook,26,Engineering,Junior Engineer,1,Data Analysis,0.54,,
Patricia Phillips,35,Engineering,Engineer,5,"Java, Python",0.58,,
Melissa Deleon,55,Operations,Operations Manager,11,"Process Improvement, Time Management, Teamwork, Data Analysis",0.94,,
Stephen Edwards,26,Logistics,Logistics Coordinator,1,Data Analysis,0.58,,
John Lewis,39,Logistics,Logistics Coordinator,4,"Networking, Inventory Management",0.85,,
Michelle Price,41,Operations,Operations Manager,9,"Data Analysis, Process Improvement, Risk Management, Time Management",0.81,,
Mary White,29,Customer Service,Customer Service Executive,2,"Conflict Resolution, Customer Relationship Management",0.91,,
Madeline Collins,28,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Problem Solving",0.99,,
Chad Weaver,28,IT,IT Support,1,"Cloud Computing, Networking",0.85,,
Julie Thompson,45,Operations,Operations Manager,10,"Risk Management, Process Improvement, Project Management, Time Management, Teamwork, Data Analysis",0.94,,
Abigail Hayes,31,Engineering,Engineer,5,"CAD Design, Java, Python",0.89,,
Jessica Wilson,47,Operations,Operations Manager,12,"Teamwork, Data Analysis, Time Management, Project Management, Risk Management",0.93,,
Kari Reyes,39,Logistics,Logistics Coordinator,3,"Inventory Management, Communication",0.68,,
Laura Cole,25,Operations,Logistics Coordinator,1,"Data Analysis, Time Management",1.0,,
David Lawrence,32,Logistics,Logistics Coordinator,4,"Data Analysis, Inventory Management, Supply Chain Management",0.65,,
Shane Castro,29,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.51,,
Mitchell Lynch,39,Engineering,Engineer,5,"Electrical Engineering, Python",0.87,,
Ralph Alexander,35,Logistics,Logistics Coordinator,4,"Communication, Networking, Inventory Management",0.67,,
Samantha Clark,39,Operations,Logistics Coordinator,4,"Data Analysis, Project Management, Teamwork",0.7,,
Ian Cantrell,29,IT,IT Support,0,Cybersecurity,0.7,,
Teresa Rocha,34,Engineering,Senior Engineer,6,"CAD Design, Data Analysis, Machine Learning",0.61,,
Stephen Mendez Jr.,35,Engineering,Senior Engineer,7,"Java, Electrical Engineering, Data Analysis, CAD Design",0.88,,
Emily Murphy,28,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Teamwork",0.61,,
Tyler Gilbert,25,Logistics,Logistics Coordinator,2,"Communication, Networking",0.78,,
Joseph Mills,30,Engineering,Engineer,4,"CAD Design, Machine Learning",0.94,,
Ashley Ramsey,30,Engineering,Engineer,4,"Systems Engineering, Electrical Engineering",0.64,,
Rebecca Salas,35,Logistics,Logistics Coordinator,3,"Data Analysis, Warehouse Management",0.91,,
Brady Sanders,38,Operations,Logistics Coordinator,3,"Time Management, Data Analysis, Project Management",0.96,,
Crystal Hanna,53,Operations,Operations Manager,10,"Time Management, Teamwork, Process Improvement, Data Analysis, Risk Management",0.76,,
Cameron Sampson,44,Engineering,Senior Engineer,9,"Systems Engineering, Electrical Engineering, Java, Data Analysis",0.98,,
Kathy Miller,49,Operations,Operations Manager,11,"Data Analysis, Teamwork, Time Management, Process Improvement, Risk Management",0.83,,
Larry Davenport,27,Logistics,Logistics Coordinator,2,"Inventory Management, Warehouse Management",0.88,,
Ryan Perry,34,Engineering,Senior Engineer,6,"Data Analysis, Systems Engineering, Python",0.89,,
David Sims,38,Engineering,Engineer,3,"Machine Learning, Electrical Engineering",0.53,,
Jasmine Ross,26,IT,IT Support,1,"Networking, Cybersecurity",0.87,,
Anthony Fernandez,35,Operations,Logistics Coordinator,4,"Teamwork, Project Management",0.63,,
Johnny Hughes,27,Engineering,Junior Engineer,0,CAD Design,0.82,,
Tom Rice,40,Engineering,Senior Engineer,7,"Systems Engineering, Machine Learning, CAD Design",0.88,,
Jamie Swanson,43,Operations,Operations Manager,10,"Project Management, Teamwork, Risk Management, Data Analysis, Process Improvement",0.51,,
Kristine Foster,26,Operations,Logistics Coordinator,1,"Teamwork, Time Management",0.86,,
Brooke Juarez,33,Logistics,Logistics Coordinator,4,"Data Analysis, Networking",0.51,,
Angela Franklin,35,Operations,Logistics Coordinator,4,"Process Improvement, Time Management",0.89,,
Joseph Rodriguez,35,Logistics,Logistics Coordinator,4,"Data Analysis, Communication, Warehouse Management",0.94,,
Monique Hunter,25,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Problem Solving",0.68,,
Dale Wise,25,IT,IT Support,2,Networking,0.54,,
Dr. Denise Pierce MD,34,Operations,Logistics Coordinator,3,"Risk Management, Time Management",0.53,,
Jasmine Castillo,34,Engineering,Engineer,5,"Python, CAD Design, Machine Learning",0.67,,
John Navarro,27,Engineering,Junior Engineer,2,CAD Design,0.75,,
Lisa Warren,26,Logistics,Logistics Coordinator,2,Data Analysis,0.99,,
Rachel Horne,47,Operations,Operations Manager,9,"Time Management, Data Analysis, Process Improvement",0.71,,
Bailey Johnson,28,Logistics,Logistics Coordinator,2,Communication,0.97,,
Edward Cox,46,Engineering,Senior Engineer,6,"CAD Design, Python, Systems Engineering",0.62,,
Stephanie Lopez,34,Engineering,Senior Engineer,6,"Data Analysis, Java, Machine Learning",0.96,,
Lisa Key,36,Operations,Logistics Coordinator,4,"Time Management, Data Analysis",0.94,,
Daisy Hodge,38,Operations,Logistics Coordinator,4,"Process Improvement, Data Analysis, Time Management",0.98,,
Catherine Harrell,27,Customer Service,Customer Service Executive,1,"Problem Solving, Conflict Resolution",0.82,,
Shawn Fischer,26,Engineering,Junior Engineer,0,"Machine Learning, CAD Design",0.55,,
Sandra Ford,38,Engineering,Engineer,4,"Data Analysis, Electrical Engineering",0.65,,
Robert Anderson,38,Engineering,Engineer,3,"CAD Design, Data Analysis",0.96,,
Tina Woodward,25,Engineering,Junior Engineer,0,Java,0.64,,
Rebecca Lambert,40,Operations,Operations Manager,9,"Risk Management, Project Management, Teamwork, Process Improvement",0.76,,
Lisa Fleming,25,Operations,Logistics Coordinator,1,"Teamwork, Project Management",0.96,,
Chad Flowers,54,Operations,Operations Manager,10,"Risk Management, Process Improvement, Data Analysis, Project Management, Teamwork",0.59,,
Nathan Roberts,34,Customer Service,Customer Service Executive,3,"Conflict Resolution, Problem Solving",0.76,,
Rodney Wiggins,43,Operations,Operations Manager,7,"Time Management, Project Management, Teamwork",0.51,,
Edward Obrien MD,33,Engineering,Engineer,3,"Python, Machine Learning",0.67,,
Stephen Boyer,33,Engineering,Engineer,5,"Machine Learning, Data Analysis",0.63,,
Beth Friedman,41,Operations,Operations Manager,7,"Data Analysis, Process Improvement, Time Management",0.93,,
Deanna Randolph,26,Logistics,Logistics Coordinator,1,Communication,0.97,,
Linda Perry,37,Engineering,Engineer,3,"Python, Java",0.61,,
Robert Rogers,26,Operations,Logistics Coordinator,2,Project Management,0.94,,
Kimberly Harrison,25,Operations,Logistics Coordinator,2,Process Improvement,0.99,,
Lori Roberts,34,Customer Service,Customer Service Executive,3,"Problem Solving, Communication",0.88,,
David Jenkins,30,Logistics,Logistics Coordinator,4,"Warehouse Management, Data Analysis, Communication",0.74,,
Paul Dunn,44,Operations,Operations Manager,10,"Process Improvement, Time Management, Data Analysis, Teamwork, Project Management, Risk Management",0.51,,
