Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Melinda Lane,47,Engineering,Senior Engineer,9,"Data Analysis, CAD Design, Systems Engineering",0.51,,
Steven Gilbert,25,Operations,Logistics Coordinator,1,Risk Management,0.83,,
Dale Tucker,27,Logistics,Logistics Coordinator,2,"Networking, Supply Chain Management",0.92,,
Nathan Anderson,34,Engineering,Engineer,4,"Electrical Engineering, Systems Engineering, Machine Learning",0.76,,
Catherine Cook,43,Operations,Operations Manager,7,"Data Analysis, Risk Management, Process Improvement, Project Management",0.82,,
Mary Stewart,32,Customer Service,Customer Service Executive,3,"Communication, Customer Relationship Management",0.94,,
David Tran,48,Operations,Operations Manager,8,"Risk Management, Process Improvement, Teamwork",0.61,,
James Fox,50,Operations,Operations Manager,11,"Data Analysis, Risk Management, Process Improvement, Teamwork, Time Management, Project Management",0.72,,
Elizabeth Montes,29,Operations,Logistics Coordinator,1,Time Management,0.58,,
Dorothy Simon,38,Engineering,Senior Engineer,7,"Java, Systems Engineering, Data Analysis, Electrical Engineering",0.71,,
Shannon Ingram,48,Operations,Operations Manager,12,"Teamwork, Risk Management, Time Management, Process Improvement",0.73,,
Justin Macdonald,29,IT,IT Support,1,"Networking, Java",0.79,,
Jessica Watkins,42,Operations,Operations Manager,8,"Risk Management, Process Improvement, Time Management, Teamwork",0.62,,
Douglas Chen,47,Engineering,Senior Engineer,6,"Python, Electrical Engineering, CAD Design",0.54,,
Lauren Henson,29,Engineering,Junior Engineer,1,Java,0.53,,
Christopher Nolan,37,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management",0.67,,
Ricky Livingston,25,Logistics,Logistics Coordinator,1,"Inventory Management, Data Analysis",1.0,,
Matthew Johnson,38,Engineering,Engineer,5,"Systems Engineering, Electrical Engineering, Machine Learning",0.86,,
Mark Moore,32,Operations,Logistics Coordinator,3,"Risk Management, Process Improvement, Project Management",0.6,,
Katherine Jones,46,Operations,Operations Manager,11,"Risk Management, Time Management, Teamwork, Process Improvement, Project Management",0.97,,
Michael Hurst,39,Engineering,Engineer,3,"Systems Engineering, Data Analysis, Java",0.5,,
Michelle Moreno,28,Engineering,Junior Engineer,0,"Systems Engineering, Python",0.58,,
Andrew Hines,27,Engineering,Junior Engineer,0,Python,0.91,,
Jennifer Collins,41,Operations,Operations Manager,12,"Time Management, Data Analysis, Risk Management, Teamwork, Process Improvement, Project Management",0.68,,
Ashley Griffin,44,Operations,Operations Manager,12,"Time Management, Data Analysis, Project Management, Teamwork, Risk Management, Process Improvement",0.72,,
Lisa Miller,28,Operations,Logistics Coordinator,1,"Time Management, Teamwork",0.68,,
Samuel Orr,44,Operations,Operations Manager,11,"Data Analysis, Process Improvement, Teamwork, Time Management, Project Management",0.5,,
Diana Jones,28,Operations,Logistics Coordinator,1,Process Improvement,0.71,,
Gregory Brown,29,IT,IT Support,0,Python,0.94,,
Jonathan Martin,27,Operations,Logistics Coordinator,2,"Process Improvement, Data Analysis",0.66,,
Lauren Alexander,41,Engineering,Senior Engineer,9,"Python, Java, Electrical Engineering, Data Analysis",0.75,,
Karen Fernandez,38,Operations,Logistics Coordinator,4,"Process Improvement, Risk Management",0.81,,
Mrs. Amy Morrow,27,Operations,Logistics Coordinator,1,"Time Management, Teamwork",0.73,,
William Davis,29,IT,IT Support,1,System Administration,0.6,,
Thomas Orr,36,Operations,Operations Manager,7,"Project Management, Process Improvement, Data Analysis",0.97,,
Melissa Mitchell,35,Engineering,Senior Engineer,6,"Python, Systems Engineering, CAD Design",0.79,,
Wendy Nelson,36,Engineering,Engineer,4,"Electrical Engineering, Java",0.68,,
Jonathan Rivera,31,Operations,Operations Manager,7,"Data Analysis, Time Management, Process Improvement",0.7,,
Alexis Simmons,35,Engineering,Senior Engineer,6,"Machine Learning, CAD Design",0.99,,
Rodney Lewis,38,Operations,Logistics Coordinator,4,"Data Analysis, Time Management",0.51,,
Sherry Jones,26,Logistics,Logistics Coordinator,2,"Supply Chain Management, Warehouse Management",0.61,,
Sandra Williams,26,IT,IT Support,0,System Administration,0.63,,
John Long,52,Operations,Operations Manager,10,"Teamwork, Project Management, Data Analysis, Process Improvement",0.82,,
Natalie Jones,55,Operations,Operations Manager,11,"Data Analysis, Risk Management, Project Management, Process Improvement",0.7,,
Tonya Myers,54,Operations,Operations Manager,14,"Data Analysis, Teamwork, Process Improvement, Time Management, Risk Management, Project Management",0.72,,
Elizabeth Munoz,46,Engineering,Senior Engineer,6,"Machine Learning, Python, Java",0.64,,
Anna Bowman,28,IT,IT Support,2,"System Administration, Cloud Computing",0.72,,
Alfred Middleton,27,Engineering,Junior Engineer,2,"Electrical Engineering, Systems Engineering",0.71,,
John Johnson,34,Engineering,Senior Engineer,7,"Machine Learning, Electrical Engineering, Java",0.81,,
Kyle Gibbs,34,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Conflict Resolution",0.78,,
Luis Hamilton,39,Engineering,Senior Engineer,7,"Systems Engineering, Python, CAD Design, Data Analysis",0.94,,
Amy Freeman,34,Engineering,Engineer,3,"CAD Design, Electrical Engineering, Systems Engineering",0.53,,
Mrs. Rachel Rodriguez,34,Logistics,Logistics Coordinator,4,"Inventory Management, Networking",0.67,,
Elizabeth Robles,25,Engineering,Junior Engineer,0,"Machine Learning, Data Analysis",0.82,,
Rodney Jones,29,Engineering,Junior Engineer,1,"Machine Learning, Systems Engineering",0.67,,
Eric Harrison,38,Customer Service,Customer Service Executive,3,"Problem Solving, Conflict Resolution",0.7,,
James Gregory,27,Engineering,Junior Engineer,1,"Electrical Engineering, Systems Engineering",0.83,,
Lauren Miller,27,Logistics,Logistics Coordinator,1,"Warehouse Management, Communication",0.91,,
Richard Terry,36,Operations,Logistics Coordinator,4,"Process Improvement, Data Analysis",0.81,,
Meagan Henson,26,Logistics,Logistics Coordinator,1,"Inventory Management, Supply Chain Management",0.69,,
Linda Cameron,35,Operations,Logistics Coordinator,4,"Time Management, Risk Management",0.65,,
Vanessa Brown,27,IT,IT Support,0,Python,0.58,,
Andrew Clark,38,Engineering,Senior Engineer,6,"CAD Design, Java",0.86,,
Paul Woods,43,Operations,Operations Manager,12,"Process Improvement, Data Analysis, Time Management, Risk Management, Project Management, Teamwork",0.93,,
Emily Duran,31,Engineering,Senior Engineer,6,"Java, Systems Engineering, Data Analysis",0.87,,
Edwin Anderson,26,Logistics,Logistics Coordinator,1,Supply Chain Management,0.93,,
Tyler Rose,47,Operations,Operations Manager,12,"Process Improvement, Risk Management, Data Analysis, Project Management, Teamwork, Time Management",0.93,,
Krista Gross,25,Operations,Logistics Coordinator,1,Time Management,0.71,,
Elizabeth Young,38,Engineering,Senior Engineer,6,"Machine Learning, Systems Engineering, Data Analysis",0.81,,
Linda Johnson,43,Operations,Operations Manager,9,"Data Analysis, Project Management, Process Improvement",0.56,,
Joshua Smith,48,Operations,Operations Manager,7,"Project Management, Teamwork, Time Management, Data Analysis",0.56,,
Jessica Schroeder,26,Operations,Logistics Coordinator,2,Time Management,0.63,,
Jesse Sexton,38,Engineering,Engineer,4,"Python, Machine Learning",0.85,,
Thomas Burgess,43,Operations,Operations Manager,8,"Teamwork, Time Management, Data Analysis, Risk Management",0.53,,
Tiffany Baldwin,44,Operations,Operations Manager,9,"Data Analysis, Risk Management, Process Improvement",0.95,,
Courtney Shea,35,Operations,Operations Manager,7,"Risk Management, Project Management, Time Management, Data Analysis",0.96,,
Evan Johnson,34,Engineering,Engineer,4,"CAD Design, Machine Learning",0.68,,
Lawrence James,34,Engineering,Senior Engineer,6,"Python, Electrical Engineering, Data Analysis",0.97,,
Brian Lawson,49,Operations,Operations Manager,8,"Project Management, Teamwork, Time Management",0.62,,
Jonathan Griffin,28,Customer Service,Customer Service Executive,0,Conflict Resolution,0.65,,
Joshua White,46,Engineering,Senior Engineer,8,"Systems Engineering, Java, Electrical Engineering, CAD Design",0.55,,
Denise Morrison,25,IT,IT Support,1,"Communication, Cloud Computing",0.55,,
Dustin Carter,28,Customer Service,Customer Service Executive,2,Conflict Resolution,0.62,,
Nicole Santana,35,Engineering,Engineer,4,"Java, CAD Design, Electrical Engineering",0.65,,
Cory Martinez,29,Engineering,Junior Engineer,2,"Systems Engineering, CAD Design",0.87,,
Caleb Romero,40,Operations,Operations Manager,9,"Time Management, Data Analysis, Teamwork, Risk Management",0.64,,
Susan Hahn,43,Operations,Operations Manager,10,"Risk Management, Project Management, Data Analysis, Time Management",0.76,,
Sarah Owens,25,Operations,Logistics Coordinator,1,Risk Management,0.56,,
Jennifer Leonard,25,IT,IT Support,0,Communication,0.67,,
Walter Fernandez,49,Operations,Operations Manager,10,"Time Management, Project Management, Risk Management, Data Analysis, Process Improvement",0.87,,
Ronald Cannon,37,Engineering,Senior Engineer,6,"Python, Electrical Engineering, Data Analysis",0.99,,
Marcia Tran,39,Logistics,Logistics Coordinator,3,"Inventory Management, Supply Chain Management",0.8,,
Michael Bautista,25,Logistics,Logistics Coordinator,2,Supply Chain Management,0.94,,
Alexandra Rios,33,Engineering,Engineer,3,"CAD Design, Machine Learning, Data Analysis",0.81,,
Vickie Ramirez,45,Operations,Operations Manager,7,"Data Analysis, Time Management, Teamwork, Risk Management",0.91,,
William Smith,30,Operations,Logistics Coordinator,3,"Data Analysis, Teamwork, Process Improvement",0.51,,
Tiffany Thomas,54,Operations,Operations Manager,10,"Risk Management, Data Analysis, Process Improvement, Teamwork, Time Management, Project Management",0.68,,
Jennifer Johnson,41,Engineering,Senior Engineer,7,"Java, CAD Design, Python, Electrical Engineering",0.95,,
Elizabeth Snyder,26,Customer Service,Customer Service Executive,1,"Teamwork, Conflict Resolution",0.59,,
Sean Green,45,Engineering,Senior Engineer,8,"Data Analysis, Machine Learning, Electrical Engineering, Java",0.91,,
Shawn Huerta,29,IT,IT Support,0,"Communication, System Administration",0.83,,
Jamie Murphy,42,Engineering,Senior Engineer,9,"Systems Engineering, Machine Learning, Python, CAD Design",0.59,,
Mark Mitchell,36,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Problem Solving",0.81,,
Priscilla Haney,25,Operations,Logistics Coordinator,2,Risk Management,0.86,,
Kara Smith,40,Operations,Operations Manager,10,"Teamwork, Risk Management, Data Analysis, Process Improvement, Project Management, Time Management",0.62,,
Kristina Campos,34,Engineering,Senior Engineer,7,"Data Analysis, Systems Engineering, Java",0.83,,
Daniel Costa,29,Customer Service,Customer Service Executive,0,Problem Solving,0.67,,
Joseph Gillespie,33,Engineering,Engineer,4,"Data Analysis, Machine Learning",0.91,,
Courtney Williams,44,Operations,Operations Manager,7,"Teamwork, Data Analysis, Process Improvement, Project Management",0.64,,
Dana Richards,47,Operations,Operations Manager,11,"Project Management, Risk Management, Data Analysis, Process Improvement, Teamwork",0.76,,
Nicholas Young,27,Operations,Logistics Coordinator,1,"Project Management, Risk Management",0.72,,
Christina Brown,49,Operations,Operations Manager,10,"Data Analysis, Risk Management, Time Management, Teamwork, Process Improvement",0.69,,
William Spencer,28,Logistics,Logistics Coordinator,1,Inventory Management,0.74,,
Brittney Nelson,38,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution",0.96,,
Veronica Mitchell,41,Operations,Operations Manager,9,"Time Management, Data Analysis, Project Management",0.62,,
Michele Holmes,34,Engineering,Engineer,5,"Data Analysis, Python",0.77,,
Andrea Mack,35,Engineering,Engineer,4,"Systems Engineering, CAD Design, Data Analysis",0.81,,
Raymond Bright,26,Customer Service,Customer Service Executive,0,"Communication, Conflict Resolution",0.86,,
Sean Summers,28,Engineering,Junior Engineer,0,CAD Design,0.99,,
Sherri Bradford,31,Customer Service,Customer Service Executive,3,"Conflict Resolution, Problem Solving, Customer Relationship Management",0.6,,
Jeffery Conrad,32,Logistics,Logistics Coordinator,3,"Data Analysis, Networking, Supply Chain Management",0.82,,
Timothy Bennett,26,Engineering,Junior Engineer,2,"Systems Engineering, Data Analysis",0.62,,
John Mcclure,46,Operations,Operations Manager,12,"Risk Management, Project Management, Process Improvement, Time Management",0.95,,
Joseph Wilson,27,Logistics,Logistics Coordinator,2,"Networking, Data Analysis",0.67,,
Wendy Sims,30,Engineering,Engineer,4,"Systems Engineering, Java, Electrical Engineering",0.81,,
Cynthia Palmer,32,Engineering,Engineer,4,"Python, Machine Learning, Java",0.82,,
Kristin Wall,29,Operations,Logistics Coordinator,2,Time Management,0.97,,
Jean Johns,33,Engineering,Engineer,3,"Electrical Engineering, Data Analysis",0.79,,
Stephanie Long,27,IT,IT Support,0,Cybersecurity,0.89,,
Melissa Stephens,36,Logistics,Logistics Coordinator,4,"Warehouse Management, Networking, Data Analysis",0.74,,
Benjamin Mason,32,Engineering,Engineer,4,"Data Analysis, Machine Learning",0.76,,
Nicole Anderson,31,Engineering,Senior Engineer,6,"Python, Systems Engineering, Data Analysis",0.67,,
Samantha Silva,25,Operations,Logistics Coordinator,1,Project Management,0.86,,
Linda Morris,47,Engineering,Senior Engineer,8,"Python, Systems Engineering, Java",0.55,,
Michelle Thomas,29,Engineering,Junior Engineer,2,"Python, CAD Design",0.78,,
Stephen Hale,34,Operations,Logistics Coordinator,4,"Teamwork, Process Improvement, Time Management",0.55,,
David Brandt,48,Engineering,Senior Engineer,9,"Python, Electrical Engineering, Java",0.86,,
Morgan Rodriguez,40,Operations,Operations Manager,9,"Time Management, Project Management, Risk Management, Teamwork",0.8,,
Justin Gibson,28,Engineering,Junior Engineer,1,Java,0.95,,
Paul Mueller,51,Operations,Operations Manager,13,"Teamwork, Project Management, Data Analysis, Process Improvement",0.75,,
Linda Pollard,38,Operations,Operations Manager,7,"Time Management, Data Analysis, Risk Management",0.75,,
Valerie Kelley,25,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Communication",0.6,,
Samantha Vasquez,39,Operations,Operations Manager,7,"Teamwork, Data Analysis, Risk Management, Time Management",0.56,,
Alyssa Russell,42,Engineering,Senior Engineer,9,"Data Analysis, Machine Learning, CAD Design",0.66,,
Joseph Lloyd,25,Engineering,Junior Engineer,0,"Python, Machine Learning",0.75,,
Erin Perez,28,Operations,Logistics Coordinator,2,Risk Management,0.64,,
Russell Camacho,27,IT,IT Support,1,Cloud Computing,0.86,,
John Miller,43,Engineering,Senior Engineer,8,"Data Analysis, Machine Learning, Python",0.78,,
Andrea Chang,35,Logistics,Logistics Coordinator,4,"Data Analysis, Communication",0.94,,
David Ewing,25,Engineering,Junior Engineer,0,Python,0.91,,
Kaitlyn Williams,25,Engineering,Junior Engineer,0,Java,0.78,,
Theresa Lewis,35,Engineering,Engineer,3,"Python, Machine Learning, Systems Engineering",0.68,,
Garrett Quinn,44,Operations,Operations Manager,11,"Process Improvement, Time Management, Teamwork, Project Management, Risk Management",0.92,,
Shannon Mills,52,Operations,Operations Manager,10,"Project Management, Data Analysis, Teamwork, Process Improvement",0.6,,
Jason Henderson,31,Operations,Logistics Coordinator,4,"Teamwork, Project Management",0.67,,
Christina Adams,55,Operations,Operations Manager,11,"Time Management, Risk Management, Teamwork, Project Management, Data Analysis",0.53,,
Mr. Sean Wong DVM,34,Operations,Logistics Coordinator,3,"Process Improvement, Teamwork, Data Analysis",0.57,,
Thomas Schmidt,52,Operations,Operations Manager,11,"Project Management, Process Improvement, Time Management, Data Analysis",0.6,,
Jason Brooks,35,Engineering,Senior Engineer,7,"Electrical Engineering, Java, Python",0.75,,
Alison Edwards,46,Engineering,Senior Engineer,9,"CAD Design, Electrical Engineering, Data Analysis",0.73,,
Craig Rodriguez,47,Operations,Operations Manager,9,"Time Management, Process Improvement, Project Management",0.51,,
